key,ability,ability_name,description,tooltip,maxrank,cooldown,cost,maxammo,range
526,W,Ferromancy: Crash Down,"<spellPassive>Passive:</spellPassive> Rell gains additional Move Speed while mounted and additional <scaleArmor>Armor</scaleArmor> and <scaleMR>Magic Resist</scaleMR> while armored.<br><br><spellActive>Active:</spellActive> Rell changes forms, casting a different spell based on form.<li> Mounted: Rell crashes down in her armor, knocking enemies up and gaining a large shield.</li><li> Armored: Rell forms her mount, gaining a burst of speed and flipping the next enemy she attacks.</li>","<spellPassive>Passive - Mounted:</spellPassive> Rell gains <speed>{{ oocms }} Move Speed</speed>, reduced when taking damage. <br /><br /><spellActive>Active - Ferromancy: Crash Down:</spellActive> Rell leaps off her mount, <status>Knocking Up</status> enemies for {{ stunduration }} second and dealing <magicDamage>{{ chargedamage }} magic damage</magicDamage>. Rell then enters Armored form, gaining <shield>{{ shield }} Shield</shield>, reducing her <speed>Move Speed</speed>, and allowing her to use <spellName>Ferromancy: Mount Up</spellName>.",5,11_11_11_11_11,40_40_40_40_40,-1,550
526,E,Attract and Repel,"Rell binds a piece of her Armor to another allied champion to grant them <scaleArmor>Armor</scaleArmor> and <scaleMR>Magic Resist</scaleMR> while near.<br><br>While she has an ally bound in this way, Rell can cast this ability without targeting an allied champion to snap the binding and <status>Stun</status> enemies caught in it.","Rell binds a piece of her Armor to another allied champion, granting them <scaleArmor>{{ allyarmor }} Armor</scaleArmor> and <scaleMR>{{ allyresist }} Magic Resist</scaleMR> while near you. Doing this has no cost and puts this Ability on Cooldown for 3 seconds.<br /><br />If Rell uses this Ability without targeting an allied champion, she snaps the binding, <status>Stunning</status> enemies around and between herself and her bound ally and dealing <magicDamage>{{ damage }} magic damage</magicDamage>.",5,18_16.25_14.5_12.75_11,40_40_40_40_40,-1,1500
526,R,Magnet Storm,"Rell explodes in a magnetic fury, violently <status>Pulling</status> nearby enemies towards herself. Then Rell constantly <status>Drags</status> nearby enemies towards herself for a short while, dealing <magicDamage>magic damage</magicDamage> over time.","Rell explodes in a magnetic fury, violently <status>Pulling</status> nearby enemies towards herself. Then Rell constantly <status>Drags</status> nearby enemies towards herself and deals <magicDamage>{{ totaldamage }} magic damage</magicDamage> over the next {{ duration }} seconds.",3,120_100_80,100_100_100,-1,200
58,Q,Cull the Meek,"Renekton swings his blade, dealing moderate physical damage to all targets around him, and heals for a small portion of the damage dealt. If he has more than 50 Fury, his damage and heal are increased.","Renekton swings his blade, dealing <physicalDamage>{{ basicdamage }} physical damage</physicalDamage> and restoring <healing>{{ nonchamphealing }} Health</healing> per non-champion and <healing>{{ champhealing }}</healing> per champion hit (max <healing>{{ e4 }} Health</healing>). He also generates <keywordMajor>2.5 Fury</keywordMajor> per non-champion and <keywordMajor>10 Fury</keywordMajor> per champion (max <keywordMajor>30 Fury</keywordMajor>).<br /><br /><keywordMajor>Fury Bonus</keywordMajor>: Damage is increased to <physicalDamage>{{ empdamage }} physical damage</physicalDamage> and healing is increased to <healing>{{ empnonchamphealing }} Health</healing> against non-champions and <healing>{{ empchamphealing }} Health</healing> against champions (max <healing>{{ e9 }} Health</healing>). Does not generate any <keywordMajor>Fury</keywordMajor>.",5,8_8_8_8_8,0_0_0_0_0,-1,325
58,W,Ruthless Predator,"Renekton slashes his target twice, dealing moderate physical damage and stuns them for 0.75 seconds. If Renekton has more than 50 Fury, he slashes his target three times, destroying damage shields on the target, dealing high physical damage, and stunning them for 1.5 seconds.","Renekton's next Attack strikes twice, <status>Stunning</status> for {{ e3 }} seconds and dealing a total of <physicalDamage>{{ basictotaldamage }} physical damage</physicalDamage>. Hitting a champion generates an additonal <keywordMajor>{{ e7 }} Fury</keywordMajor>.<br /><br /><keywordMajor>Fury Bonus</keywordMajor>: Renekton Attacks 3 times instead, destroying <shield>Shields</shield> before dealing <physicalDamage>{{ emptotaldamage }} physical damage</physicalDamage> and <status>Stunning</status> for {{ e4 }} seconds. Does not generate additional <keywordMajor>Fury</keywordMajor>.",5,13_12_11_10_9,0_0_0_0_0,-1,300
58,E,Slice and Dice,"Renekton dashes, dealing damage to units along the way. Empowered, Renekton deals bonus damage and reduces the Armor of units hit.","Renekton dashes, dealing <physicalDamage>{{ basicdamage }} physical damage</physicalDamage>. He generates <keywordMajor>{{ e4 }} Fury</keywordMajor> per non-champion and <keywordMajor>{{ e5 }} Fury</keywordMajor> per champion hit. Hitting at least one enemy allows Renekton to <recast>Recast</recast> this Ability once for {{ e8 }} seconds. <br /><br /><keywordMajor>Fury Bonus</keywordMajor>: The <recast>Recast</recast> dash deals <physicalDamage>{{ empdamage }} physical damage</physicalDamage> instead and removes <scaleArmor>{{ e2 }}% Armor</scaleArmor> for {{ e9 }} seconds. Does not generate <keywordMajor>Fury</keywordMajor>.",5,18_17_16_15_14,0_0_0_0_0,-1,450
58,R,Dominus,"Renekton transforms into the Tyrant form, gaining bonus Health and dealing damage to enemies around him. While in this form, Renekton gains Fury periodically.","Renekton surrounds himself with dark energies for {{ buffduration }} seconds, gaining <healing>{{ healthgain }} max Health</healing> and <keywordMajor>{{ furyoncast }} Fury</keywordMajor>. While active, he deals <magicDamage>{{ totaldamagepersecond }} magic damage</magicDamage> and gains <keywordMajor>{{ furypersecond }} Fury</keywordMajor> per second.",3,120_120_120,0_0_0,-1,20
107,Q,Savagery,Rengar's next attack brutally stabs his target for bonus damage.<br><br>Ferocity effect: deals increased damage and grants Attack Speed.,Rengar's next 2 Attacks gain <attackSpeed>{{ e5 }}% Attack Speed</attackSpeed>. The first Attack deals an additional <physicalDamage>{{ totaldamage }} physical damage</physicalDamage>.<br /><br /><keywordMajor>Max Ferocity:</keywordMajor> The first Attack deals <physicalDamage>{{ empoweredqdamage }} physical damage</physicalDamage> and grants Rengar <attackSpeed>{{ empoweredqas }} Attack Speed</attackSpeed> for {{ e3 }} seconds.,5,0.25_0.25_0.25_0.25_0.25,0_0_0_0_0,1,450
107,W,Battle Roar,"Rengar lets out a battle roar, damaging enemies and healing for some of the recent damage he has taken.<br><br>Ferocity effect: additionally breaks crowd control effects.","Rengar roars, dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage> to nearby enemies and restoring <healing>{{ e2 }}%</healing> of the damage taken in the last {{ e3 }} seconds as Health.<br /><br /><keywordMajor>Max Ferocity:</keywordMajor> Deals <magicDamage>{{ totaldamageempowered }} magic damage</magicDamage> and additionally cleanses Rengar of crowd control.",5,0.25_0.25_0.25_0.25_0.25,0_0_0_0_0,1,450
107,E,Bola Strike,"Rengar throws a bola, slowing the first target hit for a short duration.<br><br>Ferocity effect: roots the target.","Rengar throws a bola, dealing <physicalDamage>{{ totaldamage }} physical damage</physicalDamage> to the first enemy hit and <status>Slowing</status> them by {{ e2 }}% for {{ e3 }} seconds.<br /><br /><keywordMajor>Max Ferocity:</keywordMajor> Deals <physicalDamage>{{ totalempowereddamage }} physical damage</physicalDamage> and <status>Roots</status> for {{ e4 }} seconds.",5,0.25_0.25_0.25_0.25_0.25,0_0_0_0_0,1,1000
107,R,Thrill of the Hunt,"Rengar's predatory instincts take over, <font color='#cd90ee'>Camouflaging</font> him and revealing the nearest enemy champion in a large radius around him. During Thrill of the Hunt, Rengar gains Movement Speed and he can leap to the tracked enemy without being in brush, reducing their armor.","Rengar gains <speed>{{ stealthms }}% Move Speed</speed> and <keywordStealth>True Sight</keywordStealth> of the nearest enemy champion for {{ stealthduration }} seconds.<br /><br />After {{ fadetime }} seconds, Rengar becomes <keywordStealth>Camouflaged</keywordStealth> and can leap without being in Brush. Leaping to the nearest champion deals an additional <physicalDamage>{{ bonusdamage }} physical damage</physicalDamage>, shreds <scaleArmor>{{ armorshred }} Armor</scaleArmor> for {{ armorshredduration }} seconds, and ends this Ability.",3,110_90_70,0_0_0,-1,2500/3000/3500
92,Q,Broken Wings,Riven lashes out in a series of strikes. This ability can be reactivated three times in a short time frame with the third hit knocking back nearby enemies.,"Riven dashes forward, dealing <physicalDamage>{{ firstslashdamage }} physical damage</physicalDamage>. She can <recast>Recast</recast> this Ability twice. The first <recast>Recast</recast> is the same as the original, but the second has a different effect:<br /><br /><recast>Recast</recast>: Riven leaps forward and slams, dealing <physicalDamage>{{ firstslashdamage }} physical damage</physicalDamage> and <status>Knocks Up</status> nearby enemies for 0.75 seconds.",5,13_13_13_13_13,0_0_0_0_0,-1,275
92,W,Ki Burst,"Riven emits a Ki Burst, damaging and stunning nearby enemies.","Riven's sword emits a burst of runic energy, dealing <physicalDamage>{{ totaldamage }} physical damage</physicalDamage> and <status>Stunning</status> for {{ e5 }} seconds.",5,11_10_9_8_7,0_0_0_0_0,-1,260
92,E,Valor,Riven steps forward a short distance and blocks incoming damage.,Riven quickly dashes and gains <shield>{{ totalshield }} Shield</shield> for 1.5 seconds.,5,10_9_8_7_6,0_0_0_0_0,-1,250
92,R,Blade of the Exile,"Riven empowers her keepsake weapon with energy, and gains Attack Damage and Range. During this time, she also gains the ability to use Wind Slash, a powerful ranged attack, once.","Riven's weapon surges with spiritual energy, granting her <physicalDamage>{{ bonusad }} Attack Damage</physicalDamage> and increased range on damaging Abilities and Attacks for {{ duration }} seconds. While active, she can <recast>Recast.</recast><br /><br /><recast>Recast:</recast> Riven fires a wind slash that deals between <physicalDamage>{{ mindamage }}</physicalDamage> and <physicalDamage>{{ maxdamage }} physical damage</physicalDamage>, based on their missing Health.",3,120_90_60,0_0_0,-1,200
68,Q,Flamespitter,"Rumble torches opponents in front of him, dealing magic damage in a cone for 3 seconds. While in Danger Zone this damage is increased.","Rumble ignites his flamethrower, dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage> over {{ e9 }} seconds, reduced to <magicDamage>{{ miniondamage }} damage</magicDamage> against minions.<br /><br /><keywordMajor>Danger Zone:</keywordMajor> Damage is increased to <magicDamage>{{ empowereddamage }} damage</magicDamage>.",5,10_9_8_7_6,0_0_0_0_0,-1,600
68,W,Scrap Shield,"Rumble pulls up a shield, protecting him from damage and granting him a quick burst of speed. While in Danger Zone, the shield strength and speed bonus is increased.","Rumble tosses up a barrier, gaining <shield>{{ totalshield }} Shield</shield> and <speed>{{ e2 }}% Move Speed</speed> for {{ e6 }} second.<br /><br /><keywordMajor>Danger Zone:</keywordMajor> The barrier grants <shield>{{ empoweredshield }} Shield</shield> and <speed>{{ empoweredms }}% Move Speed</speed> instead.",5,6_6_6_6_6,0_0_0_0_0,-1,20
68,E,Electro Harpoon,"Rumble launches a harpoon, electrocuting his target with magic damage, slowing their Move Speed, and reducing their Magic Resist. Rumble can carry 2 harpoons at a time. While in Danger Zone the damage and slow percentage is increased.","Rumble launches an electrified harpoon, dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage>, <status>Slowing</status> by {{ baseslowamount }}% for {{ slowduration }} seconds, and reducing the enemy's Magic Resist by {{ percmagicpen*100 }}% for {{ shredduration }} seconds. Hitting an enemy who's already <status>Slowed</status> by this Ability increases the <status>Slow</status> to {{ empoweredslowamount }}% and reduces the enemy's Magic Resist by {{ enhancedmagicpen*100 }}%.<br /><br />This Ability has 2 charges ({{ ammorechargetime }} second refresh).<br /><br /><keywordMajor>Danger Zone:</keywordMajor> The harpoon deals <magicDamage>{{ empdamage }} magic damage</magicDamage> instead and the <status>Slow</status> and reduced Magic Resist are increased by 50%.",5,0.5_0.5_0.5_0.5_0.5,0_0_0_0_0,2,850
68,R,The Equalizer,"Rumble fires off a group of rockets, creating a wall of flames that damages and slows enemies.","Rumble launches a line of rockets, creating a burning trail that <status>Slows</status> by {{ slowamount }}% and deals <magicDamage>{{ totaldamage }} magic damage</magicDamage> over {{ trailduration }} seconds.<br /><br />Rumble can control the direction of the trail by clicking and dragging while casting this Ability.",3,100_85_70,0_0_0,-1,1750
13,Q,Overload,"Passively, Ryze's other basic abilities reset the cooldown of Overload and charge a rune. When Ryze casts Overload with 2 runes charged, he gains a brief burst of Movement Speed.<br><br>On cast, Ryze throws a charge of pure energy in a line, dealing damage to the first enemy struck. If the target has Flux on it, Overload deals extra damage and bounces to nearby enemies with Flux.","<spellPassive>Passive:</spellPassive> <spellName>Rune Prison</spellName> and <spellName>Spell Flux</spellName> refresh this Ability's Cooldown and charge a rune for {{ runeduration }} seconds (max {{ maximumrunes }} runes).<br /><br /><spellActive>Active:</spellActive> Ryze unleashes a blast, dealing <magicDamage>{{ qdamagecalc }} magic damage</magicDamage> to the first enemy hit. If the target has <keywordMajor>Flux</keywordMajor> on it, it is consumed, causing this Ability to deal {{ spell.ryzer:overloaddamagebonus }}% increased damage and bounces to nearby enemies with <keywordMajor>Flux</keywordMajor>.<br /><br />Ryze also discharges all runes, granting Ryze <speed>{{ movementspeedamount }}% Move Speed</speed> for {{ movementspeedduration }} seconds if {{ maximumrunes }} runes were charged.<br />",5,6_6_6_6_6,40_38_36_34_32,-1,1000
